Home,Away,Game_ID,H_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_Score,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date,Season
Memphis Grizzlies,Washington Wizards,21800102,107,0.6,0.42700000000000005,0.349,0.7879999999999999,40.2,22.9,13.1,9.9,3.2,2.0,103.6,101.8,0.536,95,0.16699999999999998,0.433,0.31,0.795,38.5,18.9,12.5,7.0,6.4,-9.5,105.0,114.7,0.5429999999999999,1,2018-10-30,2018-19
Oklahoma City Thunder,LA Clippers,21800103,128,0.2,0.41200000000000003,0.248,0.653,47.2,19.6,14.7,9.3,5.3,-6.5,99.8,106.5,0.49,110,0.667,0.478,0.377,0.841,47.1,21.6,14.5,5.5,5.8,8.9,112.7,103.9,0.583,1,2018-10-30,2018-19
Golden State Warriors,New Orleans Pelicans,21800108,131,0.875,0.523,0.408,0.8320000000000001,44.0,28.6,14.6,8.3,5.8,13.0,120.0,106.6,0.63,121,0.667,0.49,0.379,0.7290000000000001,44.2,25.8,13.2,7.6,5.6,3.4,114.3,111.8,0.578,1,2018-10-31,2018-19
Los Angeles Lakers,Dallas Mavericks,21800109,114,0.28600000000000003,0.493,0.33,0.711,42.0,24.9,13.0,8.2,5.7,-0.3,113.1,113.4,0.57,113,0.28600000000000003,0.441,0.324,0.7490000000000001,42.3,23.0,14.9,7.0,4.9,-5.6,106.6,112.2,0.542,1,2018-10-31,2018-19
Chicago Bulls,Denver Nuggets,21800106,107,0.28600000000000003,0.47,0.381,0.735,40.6,23.0,14.3,6.0,4.8,-9.4,108.4,117.8,0.568,108,0.833,0.461,0.297,0.7659999999999999,46.8,24.1,13.3,10.0,5.1,8.2,109.6,101.6,0.552,0,2018-10-31,2018-19
New York Knicks,Indiana Pacers,21800105,101,0.28600000000000003,0.431,0.348,0.774,43.6,19.5,13.4,7.3,2.4,-4.0,105.5,109.6,0.522,107,0.5710000000000001,0.501,0.43,0.674,41.5,24.0,14.3,8.4,5.0,6.3,112.2,105.9,0.575,0,2018-10-31,2018-19
Phoenix Suns,San Antonio Spurs,21800110,90,0.16699999999999998,0.467,0.33299999999999996,0.794,41.2,25.4,18.5,6.2,2.5,-11.9,103.8,115.3,0.574,120,0.667,0.45299999999999996,0.413,0.81,44.8,23.8,11.4,7.2,3.4,-3.1,111.1,114.5,0.547,0,2018-10-31,2018-19
Brooklyn Nets,Detroit Pistons,21800104,120,0.28600000000000003,0.45899999999999996,0.391,0.733,43.6,25.2,17.5,6.1,5.2,-4.6,108.0,112.1,0.5670000000000001,119,0.667,0.435,0.32299999999999995,0.757,46.8,19.3,13.6,4.4,3.9,-1.6,107.7,108.8,0.53,1,2018-10-31,2018-19
Minnesota Timberwolves,Utah Jazz,21800107,128,0.429,0.43,0.369,0.853,42.5,22.6,13.2,9.3,6.4,-3.2,109.7,113.4,0.5429999999999999,125,0.667,0.46799999999999997,0.366,0.797,42.9,22.9,16.0,7.6,5.2,6.2,109.4,103.6,0.588,1,2018-10-31,2018-19
Philadelphia 76ers,LA Clippers,21800113,122,0.5,0.435,0.33799999999999997,0.779,48.8,25.7,14.0,6.0,6.0,-0.9,106.3,107.5,0.541,113,0.5710000000000001,0.478,0.374,0.826,45.1,20.8,15.7,5.5,5.9,5.1,110.5,105.5,0.584,1,2018-11-01,2018-19
Boston Celtics,Milwaukee Bucks,21800115,117,0.7140000000000001,0.418,0.32799999999999996,0.7559999999999999,48.8,22.6,13.6,6.2,4.1,4.8,100.8,96.2,0.517,113,1.0,0.48,0.384,0.7909999999999999,52.4,25.3,16.2,5.5,6.7,15.0,113.2,98.2,0.596,1,2018-11-01,2018-19
Cleveland Cavaliers,Denver Nuggets,21800112,91,0.14300000000000002,0.452,0.348,0.809,44.0,20.7,14.6,7.4,1.4,-7.8,108.9,116.5,0.5429999999999999,110,0.857,0.46,0.293,0.7509999999999999,48.0,24.1,13.7,9.5,5.7,7.2,109.3,102.1,0.545,0,2018-11-01,2018-19
Portland Trail Blazers,New Orleans Pelicans,21800116,132,0.7140000000000001,0.469,0.374,0.879,49.7,19.6,14.9,5.6,5.3,7.6,113.9,106.4,0.584,119,0.5710000000000001,0.489,0.37200000000000005,0.736,43.5,25.4,13.5,7.6,5.1,1.6,114.3,113.3,0.579,1,2018-11-01,2018-19
Atlanta Hawks,Sacramento Kings,21800114,115,0.28600000000000003,0.439,0.365,0.7090000000000001,41.8,22.6,17.2,7.4,5.3,-7.8,100.1,107.5,0.546,146,0.625,0.498,0.4,0.643,43.1,22.5,14.4,7.4,4.8,-0.2,109.1,108.7,0.5720000000000001,0,2018-11-01,2018-19
Charlotte Hornets,Oklahoma City Thunder,21800111,107,0.5,0.46299999999999997,0.377,0.807,43.5,24.4,11.7,6.2,7.2,6.0,114.9,109.1,0.5720000000000001,111,0.33299999999999996,0.428,0.275,0.665,45.4,19.2,14.8,10.2,5.3,-2.5,102.4,105.0,0.507,0,2018-11-01,2018-19
Golden State Warriors,Minnesota Timberwolves,21800124,116,0.889,0.524,0.418,0.813,43.9,29.5,14.8,8.4,5.6,12.6,120.3,107.5,0.631,99,0.5,0.44799999999999995,0.381,0.8320000000000001,42.1,22.1,13.4,9.4,6.6,-2.4,111.4,114.2,0.557,1,2018-11-02,2018-19
Chicago Bulls,Indiana Pacers,21800120,105,0.25,0.46399999999999997,0.39299999999999996,0.7340000000000001,40.8,23.5,14.3,6.1,4.9,-8.4,108.0,116.5,0.563,107,0.625,0.506,0.41600000000000004,0.6709999999999999,41.6,24.1,14.4,8.6,5.7,6.3,112.1,105.5,0.5770000000000001,0,2018-11-02,2018-19
Phoenix Suns,Toronto Raptors,21800123,98,0.14300000000000002,0.455,0.324,0.792,40.2,24.6,17.9,6.7,2.5,-14.4,101.4,115.5,0.557,107,0.875,0.48100000000000004,0.35200000000000004,0.785,46.1,25.0,13.5,7.9,6.0,8.2,114.5,106.7,0.578,0,2018-11-02,2018-19
Brooklyn Nets,Houston Rockets,21800118,111,0.375,0.45399999999999996,0.381,0.733,44.4,24.9,17.1,5.9,4.9,-3.9,108.0,111.4,0.56,119,0.16699999999999998,0.41200000000000003,0.33299999999999996,0.7020000000000001,41.2,20.6,13.7,8.3,6.2,-10.3,103.9,113.5,0.516,0,2018-11-02,2018-19
Orlando Magic,LA Clippers,21800117,95,0.28600000000000003,0.41,0.305,0.735,45.5,24.7,13.7,7.3,6.2,-10.0,99.4,109.6,0.49700000000000005,120,0.5,0.473,0.376,0.8290000000000001,44.3,20.4,15.9,5.5,6.0,3.3,109.9,106.4,0.5820000000000001,0,2018-11-02,2018-19
Utah Jazz,Memphis Grizzlies,21800122,100,0.5710000000000001,0.47,0.376,0.768,43.4,23.0,15.7,7.8,5.1,4.9,111.0,106.4,0.585,110,0.667,0.435,0.368,0.773,40.1,23.9,13.8,11.0,3.2,3.7,104.9,101.5,0.5479999999999999,0,2018-11-02,2018-19
Dallas Mavericks,New York Knicks,21800121,106,0.25,0.44799999999999995,0.337,0.747,41.7,23.0,15.8,6.7,4.9,-5.0,106.6,111.6,0.5489999999999999,118,0.25,0.431,0.36200000000000004,0.789,42.7,19.4,13.9,7.2,2.9,-4.2,105.2,109.8,0.527,0,2018-11-02,2018-19
Washington Wizards,Oklahoma City Thunder,21800119,111,0.14300000000000002,0.433,0.32299999999999995,0.8009999999999999,38.5,19.7,13.6,7.3,6.5,-9.9,104.4,114.3,0.547,134,0.429,0.428,0.265,0.6729999999999999,45.8,19.2,14.1,10.4,5.8,-1.6,103.4,104.9,0.507,0,2018-11-02,2018-19
Philadelphia 76ers,Detroit Pistons,21800125,109,0.556,0.439,0.35,0.775,47.7,25.9,14.1,6.1,6.1,0.1,107.0,107.2,0.545,99,0.5710000000000001,0.433,0.32299999999999995,0.759,47.2,18.6,13.9,4.8,4.2,-1.5,107.6,108.7,0.531,1,2018-11-03,2018-19
San Antonio Spurs,New Orleans Pelicans,21800130,109,0.7140000000000001,0.466,0.391,0.8270000000000001,44.9,23.7,11.7,7.1,3.8,1.5,111.9,110.6,0.5579999999999999,95,0.5,0.48100000000000004,0.36,0.752,43.4,25.0,13.4,7.5,4.8,-0.1,114.3,114.7,0.574,1,2018-11-03,2018-19
Chicago Bulls,Houston Rockets,21800129,88,0.222,0.46399999999999997,0.396,0.741,41.3,24.7,14.3,5.7,5.2,-7.7,108.4,116.3,0.564,96,0.28600000000000003,0.423,0.34,0.6990000000000001,41.7,21.1,13.2,7.8,6.8,-7.8,107.3,114.4,0.529,0,2018-11-03,2018-19
Portland Trail Blazers,Los Angeles Lakers,21800132,110,0.75,0.473,0.39399999999999996,0.873,48.8,20.2,14.7,5.3,5.1,8.2,115.3,107.4,0.593,114,0.375,0.495,0.349,0.716,41.3,24.5,13.7,8.6,5.7,-0.1,112.4,112.5,0.574,0,2018-11-03,2018-19
Indiana Pacers,Boston Celtics,21800127,102,0.667,0.502,0.397,0.7020000000000001,42.0,23.9,14.2,8.6,6.1,5.9,112.4,106.2,0.5760000000000001,101,0.75,0.42100000000000004,0.348,0.763,47.8,23.5,13.5,6.0,4.6,4.7,102.6,98.2,0.527,1,2018-11-03,2018-19
Atlanta Hawks,Miami Heat,21800128,123,0.25,0.444,0.354,0.7040000000000001,41.3,22.6,17.5,7.1,5.3,-10.3,100.3,110.4,0.5489999999999999,118,0.429,0.436,0.354,0.718,48.6,21.2,15.5,6.5,6.7,1.0,108.9,107.6,0.539,1,2018-11-03,2018-19
Denver Nuggets,Utah Jazz,21800131,103,0.875,0.46299999999999997,0.304,0.762,48.2,24.1,13.7,9.5,5.9,8.7,110.8,102.1,0.55,88,0.5,0.47,0.377,0.746,43.3,23.0,15.6,7.3,5.2,3.1,110.8,108.0,0.583,1,2018-11-03,2018-19
Charlotte Hornets,Cleveland Cavaliers,21800126,126,0.444,0.457,0.363,0.818,44.2,24.5,12.3,6.3,6.7,4.9,113.7,109.2,0.5660000000000001,94,0.125,0.447,0.341,0.8220000000000001,43.5,20.6,14.7,7.9,1.8,-9.3,108.2,117.3,0.5379999999999999,1,2018-11-03,2018-19
San Antonio Spurs,Orlando Magic,21800137,110,0.75,0.466,0.385,0.8240000000000001,44.6,24.3,11.4,7.2,3.8,3.1,111.4,108.6,0.555,117,0.25,0.414,0.3,0.716,44.9,24.2,13.3,7.3,6.0,-11.9,99.1,111.0,0.495,0,2018-11-04,2018-19
Los Angeles Lakers,Toronto Raptors,21800139,107,0.444,0.498,0.35100000000000003,0.706,41.9,23.8,14.2,8.6,6.2,0.3,111.5,111.2,0.575,121,0.889,0.483,0.353,0.768,45.4,25.5,13.6,8.3,6.4,8.3,113.8,105.9,0.58,0,2018-11-04,2018-19
Phoenix Suns,Memphis Grizzlies,21800136,102,0.125,0.45299999999999996,0.32299999999999995,0.767,41.3,24.1,17.7,6.3,2.7,-13.8,101.1,114.6,0.5489999999999999,100,0.7140000000000001,0.445,0.385,0.746,40.5,24.1,13.6,10.8,3.2,4.7,107.0,102.6,0.557,1,2018-11-04,2018-19
Brooklyn Nets,Philadelphia 76ers,21800134,122,0.33299999999999996,0.45899999999999996,0.38799999999999996,0.7190000000000001,44.1,24.8,16.7,5.8,4.8,-4.4,109.3,113.3,0.564,97,0.6,0.43700000000000006,0.34700000000000003,0.7909999999999999,47.2,25.3,14.4,6.5,5.7,1.0,106.6,105.8,0.5489999999999999,1,2018-11-04,2018-19
Portland Trail Blazers,Minnesota Timberwolves,21800138,111,0.667,0.467,0.366,0.8590000000000001,48.5,20.0,14.5,5.8,5.0,6.9,113.6,107.1,0.579,81,0.444,0.439,0.366,0.825,41.7,22.4,12.5,9.2,6.3,-4.0,109.8,114.2,0.546,1,2018-11-04,2018-19
Milwaukee Bucks,Sacramento Kings,21800133,144,0.875,0.48,0.377,0.7809999999999999,51.5,24.7,15.9,5.8,6.3,12.7,113.0,100.2,0.593,109,0.667,0.503,0.4,0.667,42.9,23.8,14.2,8.0,4.6,3.0,111.6,107.9,0.5820000000000001,1,2018-11-04,2018-19
Washington Wizards,New York Knicks,21800135,108,0.125,0.44299999999999995,0.32,0.799,37.3,20.5,14.2,7.1,6.2,-11.3,104.6,116.0,0.552,95,0.33299999999999996,0.44299999999999995,0.349,0.7809999999999999,42.6,20.2,13.8,7.9,3.0,-2.4,107.2,109.9,0.536,1,2018-11-04,2018-19
Golden State Warriors,Memphis Grizzlies,21800147,117,0.9,0.52,0.414,0.809,45.4,29.6,14.9,7.9,5.9,13.0,119.7,106.4,0.627,101,0.625,0.44799999999999995,0.377,0.743,39.6,23.7,13.7,11.2,3.2,3.9,107.2,103.8,0.557,1,2018-11-05,2018-19
New York Knicks,Chicago Bulls,21800143,115,0.3,0.44,0.33399999999999996,0.778,43.5,20.1,14.4,7.6,3.2,-3.5,106.1,109.6,0.53,116,0.2,0.45899999999999996,0.386,0.768,41.0,23.8,14.8,6.5,5.1,-7.8,106.6,114.5,0.561,0,2018-11-05,2018-19
LA Clippers,Minnesota Timberwolves,21800148,120,0.556,0.473,0.391,0.821,45.0,20.6,15.7,5.4,5.7,5.7,111.1,105.4,0.583,109,0.4,0.42700000000000005,0.353,0.8190000000000001,41.4,21.9,12.4,9.2,6.1,-6.5,107.1,114.0,0.531,1,2018-11-05,2018-19
Orlando Magic,Cleveland Cavaliers,21800142,102,0.33299999999999996,0.424,0.309,0.7170000000000001,44.9,24.8,12.8,7.3,5.8,-9.9,101.4,111.3,0.505,100,0.111,0.445,0.34600000000000003,0.83,41.6,20.8,14.8,8.2,1.8,-11.9,106.8,118.5,0.5379999999999999,1,2018-11-05,2018-19
Detroit Pistons,Miami Heat,21800140,115,0.5,0.429,0.305,0.746,46.4,18.1,14.1,5.2,4.0,-2.5,105.7,107.9,0.526,120,0.375,0.441,0.361,0.7240000000000001,47.7,21.9,15.8,6.5,6.6,0.2,110.0,109.2,0.547,0,2018-11-05,2018-19
Utah Jazz,Toronto Raptors,21800146,111,0.444,0.46299999999999997,0.358,0.738,43.2,23.0,15.4,7.8,5.4,1.1,108.8,107.8,0.5720000000000001,124,0.9,0.485,0.34600000000000003,0.778,45.5,26.0,13.5,8.3,6.2,8.8,114.0,105.7,0.58,0,2018-11-05,2018-19
Indiana Pacers,Houston Rockets,21800141,94,0.7,0.494,0.39,0.7090000000000001,42.4,23.9,14.1,8.8,5.7,5.4,111.7,106.0,0.5710000000000001,98,0.375,0.423,0.336,0.6940000000000001,42.2,21.1,14.0,8.5,6.6,-5.9,106.1,111.4,0.528,0,2018-11-05,2018-19
Denver Nuggets,Boston Celtics,21800145,115,0.889,0.466,0.306,0.7509999999999999,48.3,25.1,14.1,9.4,5.3,9.5,110.3,101.0,0.551,107,0.667,0.42200000000000004,0.35700000000000004,0.758,47.7,23.5,13.6,6.0,4.9,4.1,102.7,98.9,0.529,1,2018-11-05,2018-19
Oklahoma City Thunder,New Orleans Pelicans,21800144,122,0.5,0.444,0.29100000000000004,0.688,44.7,20.9,13.9,10.7,5.7,1.3,106.5,105.0,0.528,116,0.444,0.479,0.354,0.731,43.8,24.6,13.6,7.0,5.1,-1.6,112.2,114.0,0.569,1,2018-11-05,2018-19
Phoenix Suns,Brooklyn Nets,21800151,82,0.222,0.45899999999999996,0.336,0.778,41.3,24.4,18.7,6.4,2.8,-12.2,102.2,114.0,0.561,104,0.4,0.461,0.382,0.7190000000000001,43.3,24.9,15.8,6.3,4.6,-1.4,110.1,111.3,0.561,0,2018-11-06,2018-19
Portland Trail Blazers,Milwaukee Bucks,21800152,118,0.7,0.465,0.35600000000000004,0.861,50.2,19.6,14.7,5.9,4.6,9.1,113.5,104.6,0.5770000000000001,103,0.889,0.48,0.379,0.8009999999999999,51.3,24.9,15.4,5.8,6.3,14.9,114.9,100.1,0.601,1,2018-11-06,2018-19
Dallas Mavericks,Washington Wizards,21800150,119,0.222,0.45299999999999996,0.341,0.733,41.7,23.0,16.2,6.7,4.5,-5.8,107.0,112.9,0.552,100,0.222,0.442,0.313,0.794,38.3,20.5,14.0,7.6,6.7,-8.8,104.8,114.0,0.55,1,2018-11-06,2018-19
Charlotte Hornets,Atlanta Hawks,21800149,113,0.5,0.46799999999999997,0.36,0.8240000000000001,44.9,25.0,12.6,6.0,6.8,7.6,115.1,107.9,0.574,102,0.33299999999999996,0.45299999999999996,0.359,0.7120000000000001,40.8,23.6,17.5,7.5,5.4,-8.7,102.5,111.2,0.557,1,2018-11-06,2018-19
Los Angeles Lakers,Minnesota Timberwolves,21800162,114,0.4,0.494,0.34299999999999997,0.7170000000000001,41.4,23.9,14.4,8.3,6.0,-1.0,110.8,111.6,0.573,110,0.364,0.43,0.34600000000000003,0.8170000000000001,41.2,21.8,12.3,9.2,6.3,-6.9,107.5,114.7,0.5329999999999999,1,2018-11-07,2018-19
Orlando Magic,Detroit Pistons,21800154,96,0.4,0.426,0.31,0.7290000000000001,44.5,24.6,13.1,7.7,5.7,-8.7,101.9,110.5,0.509,103,0.444,0.42700000000000005,0.306,0.7340000000000001,47.1,18.8,14.4,5.4,3.8,-2.8,105.0,107.5,0.522,0,2018-11-07,2018-19
Cleveland Cavaliers,Oklahoma City Thunder,21800153,86,0.1,0.451,0.355,0.821,41.8,20.8,15.1,8.2,1.8,-10.9,106.5,117.4,0.542,95,0.556,0.449,0.299,0.69,43.9,21.3,13.6,11.1,5.4,1.8,107.4,105.4,0.5329999999999999,0,2018-11-07,2018-19
Miami Heat,San Antonio Spurs,21800156,95,0.444,0.442,0.364,0.7140000000000001,47.2,21.8,15.6,6.8,6.6,0.8,109.3,108.1,0.546,88,0.667,0.462,0.379,0.83,44.6,24.5,11.4,6.8,3.9,2.0,111.6,109.9,0.555,1,2018-11-07,2018-19
Utah Jazz,Dallas Mavericks,21800160,117,0.4,0.461,0.348,0.727,42.9,23.6,15.1,8.0,5.3,-0.3,109.0,109.4,0.568,102,0.3,0.455,0.35,0.759,42.5,23.2,16.4,6.4,4.7,-3.4,108.1,111.6,0.56,1,2018-11-07,2018-19
Indiana Pacers,Philadelphia 76ers,21800157,94,0.636,0.489,0.379,0.7040000000000001,42.4,23.4,14.3,8.8,5.5,4.5,110.7,105.8,0.568,100,0.545,0.439,0.33899999999999997,0.787,47.0,24.4,15.5,6.4,5.3,-1.2,105.5,106.8,0.552,0,2018-11-07,2018-19
Atlanta Hawks,New York Knicks,21800155,107,0.3,0.456,0.34600000000000003,0.7170000000000001,40.2,23.4,17.8,8.0,5.7,-8.9,101.9,110.6,0.556,112,0.273,0.435,0.32899999999999996,0.7929999999999999,44.6,19.8,14.5,7.4,3.4,-3.2,105.5,108.5,0.525,0,2018-11-07,2018-19
Sacramento Kings,Toronto Raptors,21800161,105,0.6,0.49700000000000005,0.39899999999999997,0.652,42.6,23.6,14.1,7.7,4.5,-0.6,110.3,110.1,0.575,114,0.909,0.49200000000000005,0.35100000000000003,0.7879999999999999,45.3,25.5,13.6,8.4,5.9,9.2,114.9,106.2,0.588,0,2018-11-07,2018-19
Memphis Grizzlies,Denver Nuggets,21800158,89,0.556,0.449,0.37200000000000005,0.745,38.7,24.7,13.3,10.9,3.8,1.6,107.1,105.9,0.556,87,0.9,0.465,0.315,0.747,48.3,25.1,14.0,8.9,5.2,9.3,111.1,101.9,0.552,1,2018-11-07,2018-19
New Orleans Pelicans,Chicago Bulls,21800159,107,0.4,0.48,0.349,0.741,43.6,24.7,14.2,7.1,5.1,-2.0,111.8,114.0,0.5720000000000001,98,0.273,0.45799999999999996,0.375,0.764,41.0,22.6,15.0,6.6,5.3,-6.9,105.8,113.0,0.5579999999999999,1,2018-11-07,2018-19
Golden State Warriors,Milwaukee Bucks,21800166,111,0.909,0.519,0.423,0.823,45.7,29.7,14.8,7.6,5.7,13.3,120.0,106.4,0.629,134,0.8,0.47600000000000003,0.38,0.804,50.6,25.1,15.1,5.4,5.8,12.1,114.2,102.1,0.595,0,2018-11-08,2018-19
Phoenix Suns,Boston Celtics,21800164,109,0.2,0.447,0.33799999999999997,0.784,42.1,23.6,18.8,6.2,2.8,-13.2,100.3,113.3,0.55,116,0.6,0.43,0.35100000000000003,0.763,47.1,23.4,13.5,6.4,5.4,2.9,103.5,100.8,0.534,0,2018-11-08,2018-19
Portland Trail Blazers,LA Clippers,21800165,116,0.727,0.47,0.361,0.8540000000000001,50.4,19.9,14.5,6.0,4.5,9.6,114.2,104.8,0.581,105,0.6,0.475,0.39799999999999996,0.8270000000000001,44.9,21.5,15.3,5.4,5.5,6.2,112.2,106.1,0.586,1,2018-11-08,2018-19
Oklahoma City Thunder,Houston Rockets,21800163,98,0.6,0.446,0.29600000000000004,0.69,44.0,20.2,13.5,11.3,5.7,2.5,106.4,103.7,0.53,80,0.444,0.425,0.33399999999999996,0.7140000000000001,42.1,21.5,14.4,8.6,6.6,-4.8,105.9,110.2,0.534,1,2018-11-08,2018-19
Philadelphia 76ers,Charlotte Hornets,21800168,133,0.583,0.441,0.337,0.789,46.6,24.3,15.7,6.5,5.5,-0.6,105.0,105.6,0.5529999999999999,132,0.545,0.47,0.365,0.8029999999999999,44.4,25.0,13.3,6.2,6.5,7.8,114.2,106.8,0.574,1,2018-11-09,2018-19
Orlando Magic,Washington Wizards,21800167,117,0.364,0.429,0.312,0.731,44.0,24.9,13.8,7.9,5.9,-8.5,101.1,109.4,0.511,108,0.2,0.44,0.313,0.7909999999999999,37.7,21.1,13.6,7.7,6.6,-9.8,104.4,114.4,0.5479999999999999,1,2018-11-09,2018-19
Miami Heat,Indiana Pacers,21800170,102,0.5,0.43700000000000006,0.359,0.715,48.5,21.7,15.4,6.9,7.1,1.4,108.3,106.6,0.539,110,0.583,0.48100000000000004,0.366,0.7040000000000001,42.2,23.0,14.1,8.8,5.5,3.6,109.0,105.2,0.5579999999999999,0,2018-11-09,2018-19
Utah Jazz,Boston Celtics,21800172,123,0.455,0.46299999999999997,0.348,0.7240000000000001,42.0,24.2,14.8,8.4,5.7,1.1,109.5,108.5,0.569,115,0.636,0.428,0.354,0.765,47.4,23.0,13.6,6.3,5.4,3.2,103.7,100.7,0.5329999999999999,1,2018-11-09,2018-19
Atlanta Hawks,Detroit Pistons,21800169,109,0.273,0.451,0.34,0.721,40.5,23.5,17.7,7.7,6.0,-8.5,101.9,110.3,0.552,124,0.5,0.425,0.305,0.746,47.2,18.9,14.9,6.1,3.5,-1.8,104.4,106.1,0.522,0,2018-11-09,2018-19
Sacramento Kings,Minnesota Timberwolves,21800173,121,0.545,0.495,0.395,0.657,41.4,23.8,14.2,7.9,4.5,-1.3,109.5,109.9,0.573,110,0.33299999999999996,0.43200000000000005,0.36200000000000004,0.8190000000000001,41.0,21.8,12.6,9.2,6.2,-6.7,107.6,114.6,0.537,1,2018-11-09,2018-19
Denver Nuggets,Brooklyn Nets,21800171,110,0.818,0.45899999999999996,0.308,0.75,48.0,24.8,14.6,9.0,5.0,8.4,109.8,101.6,0.547,112,0.455,0.45899999999999996,0.37,0.716,44.2,24.7,15.3,6.6,4.7,0.7,109.9,108.7,0.557,0,2018-11-09,2018-19
Golden State Warriors,Brooklyn Nets,21800182,116,0.833,0.516,0.418,0.8190000000000001,44.9,29.7,15.0,7.4,5.7,10.3,118.8,108.2,0.624,100,0.5,0.455,0.369,0.708,44.1,24.5,14.7,6.6,5.0,0.8,110.1,108.8,0.5539999999999999,1,2018-11-10,2018-19
San Antonio Spurs,Houston Rockets,21800180,96,0.6,0.449,0.382,0.836,45.2,24.0,11.5,6.9,4.1,1.1,109.7,108.7,0.544,89,0.4,0.42100000000000004,0.327,0.713,42.2,21.1,14.8,8.7,6.3,-6.2,104.3,110.0,0.528,1,2018-11-10,2018-19
Chicago Bulls,Cleveland Cavaliers,21800178,99,0.25,0.452,0.368,0.764,41.3,22.2,14.7,6.8,5.5,-7.0,104.9,112.2,0.551,98,0.091,0.444,0.34700000000000003,0.823,42.7,20.5,15.6,7.7,2.0,-10.7,104.8,115.5,0.534,1,2018-11-10,2018-19
LA Clippers,Milwaukee Bucks,21800175,128,0.545,0.474,0.39399999999999996,0.8220000000000001,44.6,21.3,14.6,5.1,5.9,4.7,111.7,107.2,0.5820000000000001,126,0.818,0.48,0.37,0.8009999999999999,50.0,25.7,14.8,5.9,5.9,13.0,115.4,102.4,0.595,1,2018-11-10,2018-19
Miami Heat,Washington Wizards,21800177,110,0.455,0.43799999999999994,0.371,0.7040000000000001,47.5,22.2,16.2,6.8,7.0,0.5,107.4,106.7,0.54,116,0.182,0.446,0.32,0.784,37.4,21.3,14.1,7.7,6.3,-9.7,104.6,114.7,0.552,0,2018-11-10,2018-19
Dallas Mavericks,Oklahoma City Thunder,21800181,111,0.273,0.45,0.349,0.78,43.0,22.3,17.1,6.1,4.6,-4.4,107.3,111.8,0.56,96,0.636,0.446,0.29,0.6920000000000001,45.1,20.2,13.7,11.2,5.6,3.9,106.5,102.5,0.53,1,2018-11-10,2018-19
Sacramento Kings,Los Angeles Lakers,21800183,86,0.583,0.491,0.39299999999999996,0.67,41.7,23.7,14.0,7.8,4.6,-0.3,109.6,109.3,0.5720000000000001,101,0.455,0.493,0.353,0.721,41.9,24.6,14.5,8.1,5.8,-0.6,111.1,111.4,0.574,0,2018-11-10,2018-19
Toronto Raptors,New York Knicks,21800174,128,0.917,0.49,0.34700000000000003,0.799,45.7,24.7,14.2,8.5,5.7,9.1,114.3,105.7,0.5870000000000001,112,0.33299999999999996,0.435,0.332,0.778,44.7,19.3,14.8,7.5,3.7,-2.5,105.6,108.0,0.529,1,2018-11-10,2018-19
Memphis Grizzlies,Philadelphia 76ers,21800179,112,0.6,0.44799999999999995,0.373,0.754,38.8,24.3,13.9,10.6,4.2,1.7,106.3,104.9,0.556,106,0.615,0.444,0.336,0.785,47.1,24.7,15.6,6.2,6.2,-0.5,105.9,106.5,0.556,1,2018-11-10,2018-19
New Orleans Pelicans,Phoenix Suns,21800176,119,0.455,0.47700000000000004,0.35100000000000003,0.74,44.5,25.2,14.2,6.9,5.5,-1.0,111.0,112.3,0.568,99,0.182,0.447,0.335,0.789,41.7,23.6,18.3,6.5,3.1,-12.5,100.3,112.6,0.5489999999999999,1,2018-11-10,2018-19
Los Angeles Lakers,Atlanta Hawks,21800189,107,0.5,0.486,0.349,0.701,43.1,24.4,14.6,8.3,5.6,0.6,110.1,109.1,0.565,106,0.25,0.451,0.33399999999999996,0.725,41.3,22.9,17.5,7.5,5.7,-9.0,102.1,110.9,0.5529999999999999,1,2018-11-11,2018-19
New York Knicks,Orlando Magic,21800186,89,0.308,0.43700000000000006,0.32899999999999996,0.7809999999999999,44.8,19.2,14.7,7.8,3.9,-3.6,105.9,109.5,0.529,115,0.41700000000000004,0.436,0.321,0.741,43.8,25.0,14.0,7.9,5.9,-7.1,102.4,109.2,0.519,0,2018-11-11,2018-19
Houston Rockets,Indiana Pacers,21800185,115,0.364,0.413,0.317,0.71,43.0,20.2,14.2,8.9,6.2,-6.3,103.2,109.2,0.519,103,0.615,0.485,0.365,0.691,41.9,22.7,14.4,8.9,5.5,4.0,108.9,104.7,0.561,1,2018-11-11,2018-19
Detroit Pistons,Charlotte Hornets,21800184,103,0.545,0.43,0.32,0.7390000000000001,46.7,19.8,14.5,6.4,3.7,-0.3,105.6,105.9,0.528,113,0.5,0.462,0.368,0.7959999999999999,44.3,24.7,12.6,6.4,6.3,7.0,114.4,107.7,0.568,0,2018-11-11,2018-19
